tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"❝Wir müssen die EU wieder auf die Kernaufgaben reduzieren.❞
#AfD-Spitzenkandidat @Joerg_Meuthen beim ARD-#Gipfeltreffen.
#EUWahl #EUWahl2019 #Meuthen #EP2019 #Europawahl2019 #gipfeltreffeneuropa https://t.co/DNiL99lcyp",AfD,2019-05-20 20:24:21,319,84,"AfD, Gipfeltreffen, EUWahl, EUWahl2019, Meuthen, EP2019, Europawahl2019, gipfeltreffeneuropa",Joerg_Meuthen,,1130569972483280896,tweet
"❝Wir brauchen eine Festung Europa. Wir dürfen nur noch legale Migration zulassen!❞
#AfD-Spitzenkandidat @Joerg_Meuthen beim ARD-#Gipfeltreffen.
#EUWahl #EUWahl2019 #Meuthen #EP2019 #Europawahl2019
🎬 https://t.co/0mnRNX00PR https://t.co/CEb7vmDXG8",AfD,2019-05-20 20:14:07,695,179,"AfD, Gipfeltreffen, EUWahl, EUWahl2019, Meuthen, EP2019, Europawahl2019",Joerg_Meuthen,https://t.co/0mnRNX00PR,1130567398552145921,tweet
"❝Wir erleben ein völliges Versagen der Sozialpolitik in den europäischen Staaten.❞
#AfD-Spitzenkandidat @Joerg_Meuthen beim ARD-#Gipfeltreffen.
#EUWahl #EUWahl2019 #Meuthen #EP2019 #Europawahl2019",AfD,2019-05-20 19:30:02,236,40,"AfD, Gipfeltreffen, EUWahl, EUWahl2019, Meuthen, EP2019, Europawahl2019",Joerg_Meuthen,,1130556306430058497,tweet
"Hier das von #AfD-Spitzenkandidat @Joerg_Meuthen beim ARD-#Gipfeltreffen angesprochene Plakat der #Jusos Berlin:
#EUWahl #EUWahl2019 #Meuthen #EP2019 #Europawahl2019 https://t.co/0tgqBSV7jd",AfD,2019-05-20 19:24:42,276,100,"AfD, Gipfeltreffen, Jusos, EUWahl, EUWahl2019, Meuthen, EP2019, Europawahl2019",Joerg_Meuthen,,1130554962340134913,tweet
"»Knapp 1 Woche vor der #Europawahl2019 weist die #AfD den höchsten Mobilisierungsgrad ihrer Wähler auf.« 
➡️ Am 26. Mai #AfD wählen! 🗳️
#Gipfeltreffen #EP2019 #EUWahl2019 #EUWahl
https://t.co/jfYHfdm4AF",AfD,2019-05-20 19:04:57,659,177,"Europawahl2019, AfD, AfD, Gipfeltreffen, EP2019, EUWahl2019, EUWahl",,https://t.co/jfYHfdm4AF,1130549992274444289,tweet
"Jetzt geht's los:
#AfD-Spitzenkandidat @Joerg_Meuthen beim ARD-#Gipfeltreffen!
#EUWahl #EUWahl2019 #Meuthen #EP2019 #Europawahl2019",AfD,2019-05-20 19:01:48,138,23,"AfD, Gipfeltreffen, EUWahl, EUWahl2019, Meuthen, EP2019, Europawahl2019",Joerg_Meuthen,,1130549201199423488,tweet
"❝Die harte Hand der 🇮🇹 italienischen Behörden ist die einzig richtige Antwort.❞
Der stellvertretende #AfD-Bundessprecher @Georg_Pazderski begrüßt die  Beschlagnahme des Schlepperschiffes #SeaWatch3.
#Europawahl2019 #EP2019 #EUWahl2019 #EUWahl
ℹ️ https://t.co/B50ILJQLaS https://t.co/2ctI3VUl8F",AfD,2019-05-20 18:48:30,250,40,"AfD, SeaWatch3, Europawahl2019, EP2019, EUWahl2019, EUWahl",Georg_Pazderski,https://t.co/B50ILJQLaS,1130545851619860480,tweet
"+++ 📺-TIPP: @Joerg_Meuthen ab 21 Uhr bei ""Gipfeltreffen Europa - Die Parteichefs im Gespräch"" mit @akk, @AndreaNahlesSPD, @c_lindner, @ABaerbock, @b_riexinger &amp; @Markus_Soeder.
#AfD #EP2019 #EUWahl2019 #Europawahl2019                              
ℹ️ https://t.co/HuwJa8gdEV https://t.co/aEnXrZrnaG",AfD,2019-05-20 14:42:54,303,86,"AfD, EP2019, EUWahl2019, Europawahl2019","Joerg_Meuthen, akk, AndreaNahlesSPD, c_lindner, ABaerbock, b_riexinger, Markus_Soeder",https://t.co/HuwJa8gdEV,1130484045534683137,tweet
"❝Rechtsstaat kapituliert vor der Gewalt: Offenbar stehen Polizei und  #Verfassungsschutz diesen Bedrohungen machtlos gegenüber.❞
@Joerg_Meuthen, Bundessprecher &amp; #EUWahl-Spitzenkandidat, zur Absage der #AfD-Wahlparty in Berlin.
#Europawahl2019 #EP2019
ℹ️ https://t.co/q4x4P9fD2d https://t.co/VdO54qDpjA",AfD,2019-05-20 13:59:58,654,249,"Verfassungsschutz, EUWahl, AfD, Europawahl2019, EP2019",Joerg_Meuthen,https://t.co/q4x4P9fD2d,1130473240781119488,tweet
"++ Merkel hat gelogen: Geheime Besprechungen bei #UNMigrationspakt Fakt! ++
Nun kriecht die gekaufte Katze langsam aus ihrem Sack: Der umstrittene #Migrationspakt wurde in Teilen geheim und hinter verschlossenen Türen  verhandelt.
#AfD #Europawahl2019
➡️ https://t.co/7fwRi2ObD9 https://t.co/zQMfWTvGNN",AfD,2019-05-20 11:15:53,553,223,"UNMigrationspakt, Migrationspakt, AfD, Europawahl2019",,https://t.co/7fwRi2ObD9,1130431950211223552,tweet
"++@Frank_Magnitz: »Seit fast 74 Jahren herrscht die SPD in #Bremen: Diese Bastion muss fallen!«++
Die @AfD_Bremen um ihren Landesvorsitzenden &amp; #HBWahl-Spitzenkandidaten will am 26. Mai das Ergebnis von 2015 deutlich steigern.
#Bremenwahl #LtwBremen #AfD
🎬https://t.co/mDEZ3IMcGW https://t.co/BvpumtF03a",AfD,2019-05-20 05:30:00,459,114,"Bremen, HBWahl, Bremenwahl, LtwBremen, AfD","Frank_Magnitz, AfD_Bremen",https://t.co/mDEZ3IMcGW,1130344902569578504,tweet
"❝Sie können #Europa nicht von der Europäischen Union unterscheiden!❞, 
stellt #AfD-Spitzenkandidat @Joerg_Meuthen bei #AnneWill bei @ManfredWeber zutreffend fest.
#Strache #EP2019 #Europawahl2019 #Meuthen  #EUWahl #Ibizagate #Oesterreich #Neuwahlen #EU https://t.co/kppkXIF6yP",AfD,2019-05-19 20:45:58,517,123,"Europa, AfD, AnneWill, Strache, EP2019, Europawahl2019, Meuthen, EUWahl, Ibizagate, Oesterreich, Neuwahlen, EU","Joerg_Meuthen, ManfredWeber",,1130213024764170246,tweet
"Das Thema bei #AnneWill lautet ""#Neuwahlen in Österreich - Dämpfer für die europäische Rechte?""
Wie von Geisterhand hat man natürlich etwas zur #AfD ""vorbereitet"".
Durchschaubarer geht es kaum noch. 
#Meuthen #Strache #Europawahl2019 #EP2019",AfD,2019-05-19 20:44:17,680,154,"AnneWill, Neuwahlen, AfD, Meuthen, Strache, Europawahl2019, EP2019",,,1130212603140214784,tweet
"❝Wenn ich das Wahlprogramm der Grünen lese, verliere ich jeden Respekt!❞
Erwiderung von #AfD-Spitzenkandidat @Joerg_Meuthen an #AnneWill auf eine angebliche Respektlosigkeit ggü. der völlig überforderten Franziska Keller.
#EP2019 #Europawahl2019 #Meuthen #Strache #Neuwahlen https://t.co/dzxu09OBo3",AfD,2019-05-19 20:37:48,1127,252,"AfD, AnneWill, EP2019, Europawahl2019, Meuthen, Strache, Neuwahlen",Joerg_Meuthen,,1130210972289982466,tweet
"❝Ist immer das richtige Mittel, Frau #Keller lange reden zu lassen. Das ist gut für uns!❞
#AfD-Spitzenkandidat @Joerg_Meuthen bei #AnneWill zu den unverständlichen Phrasen der Grünen Spitzenkandidatin @SkaKeller. 
#EP2019 #Europawahl2019 #Meuthen #EUWahl #Oesterreich #Neuwahlen https://t.co/4JDWaEXDG4",AfD,2019-05-19 20:35:17,615,140,"Keller, AfD, AnneWill, EP2019, Europawahl2019, Meuthen, EUWahl, Oesterreich, Neuwahlen","Joerg_Meuthen, SkaKeller",,1130210339734413312,tweet
"❝@ManfredWeber kennt noch nicht einmal meine richtige Fraktion im #Europaparlament!❞
@Joerg_Meuthen bei #AnneWill an die Adresse des offenbar völlig desinformierten #EVP-Spitzenkandidaten #Weber.
#Strache #EP2019 #Europawahl2019 #Meuthen  #Ibizagate #Oesterreich #Neuwahlen #AfD https://t.co/Lu6d5spMNP",AfD,2019-05-19 20:29:51,498,143,"Europaparlament, AnneWill, EVP, Weber, Strache, EP2019, Europawahl2019, Meuthen, Ibizagate, Oesterreich, Neuwahlen, AfD","ManfredWeber, Joerg_Meuthen",,1130208968947765248,tweet
"❝Machen Sie sich mal ehrlich - warum kommt das genau eine Woche vor der #Europawahl2019?❞
#AfD-Spitzenkandidat @Joerg_Meuthen stellt bei #AnneWill @MartinKnobbe, @DerSPIEGEL-Autor, die entscheidende Frage!
#Strache #EP2019  #Meuthen  #EUWahl #Ibizagate #Oesterreich #Neuwahlen https://t.co/ASNCegAssz",AfD,2019-05-19 20:11:39,533,140,"Europawahl2019, AfD, AnneWill, Strache, EP2019, Meuthen, EUWahl, Ibizagate, Oesterreich, Neuwahlen","Joerg_Meuthen, MartinKnobbe, DerSPIEGEL",,1130204388524482566,tweet
"❝Wir werden weiter mit der #FPOE zusammenarbeiten - das ist programmatisch unsere Schwesterpartei in 🇦🇹 Österreich!❞
#AfD-Spitzenkandidat @Joerg_Meuthen bei #AnneWill.
#Strache #EP2019 #Europawahl2019 #Meuthen  #EUWahl #Ibizagate #Oesterreich #Neuwahlen #Ibiza https://t.co/3CVDEMhW2A",AfD,2019-05-19 20:01:21,667,144,"FPOE, AfD, AnneWill, Strache, EP2019, Europawahl2019, Meuthen, EUWahl, Ibizagate, Oesterreich, Neuwahlen, Ibiza",Joerg_Meuthen,,1130201799804301312,tweet
"#AfD-Spitzenkandidat @Joerg_Meuthen spricht bei #AnneWill die medialen Verflechtungen von Kanzler #Kurz an:
#Strache #EP2019 #Europawahl2019 #Meuthen  #EUWahl #Ibizagate #Oesterreich #Neuwahlen
https://t.co/fIOXipNe0I",AfD,2019-05-19 19:57:28,406,126,"AfD, AnneWill, Kurz, Strache, EP2019, Europawahl2019, Meuthen, EUWahl, Ibizagate, Oesterreich, Neuwahlen",Joerg_Meuthen,https://t.co/fIOXipNe0I,1130200820266471425,tweet
"❝Das ist ein innerösterreichischer Vorgang, der mit der AfD gar nichts zu tun hat!❞
#AfD-Spitzenkandidat @Joerg_Meuthen bei #AnneWill.
#Strache #EP2019 #Europawahl2019 #Meuthen  #EUWahl #Ibizagate #Oesterreich #Neuwahlen https://t.co/QgV88zM6l7",AfD,2019-05-19 19:53:13,732,159,"AfD, AnneWill, Strache, EP2019, Europawahl2019, Meuthen, EUWahl, Ibizagate, Oesterreich, Neuwahlen",Joerg_Meuthen,,1130199751050375168,tweet
"""839 dieser Sachbeschädigungen gelten als politisch motiviert. Damit ist die @AfDBerlin in der Hauptstadt etwa sechsmal so oft von Zerstörungswut betroffen wie alle anderen Parteien zusammen.""
#Europawahl2019 #EUWahl
#EP2019 #AnneWill #AfD https://t.co/yPQCX36tZU",AfD,2019-05-19 16:25:31,310,113,"Europawahl2019, EUWahl, EP2019, AnneWill, AfD",AfDBerlin,https://t.co/yPQCX36tZU,1130147482820861955,tweet
"»Hass und Gewalt der #Antifa motivieren uns jeden Tag, weiterzukämpfen.«
Am Rande der #AfD-Wahlkampfveranstaltung in Gütersloh sprachen wir mit den beiden Rednerinnen Uta #Opelt (Listenplatz 18) und Dr. @Verena_Wester (Platz 13):
#Europawahl2019 #EP2019
🎬 https://t.co/kSfEXe7fc6 https://t.co/nxe4SOl2Zs",AfD,2019-05-19 14:27:40,399,89,"Antifa, AfD, Opelt, Europawahl2019, EP2019",Verena_Wester,https://t.co/kSfEXe7fc6,1130117822397526016,tweet
"#AfD-Kandidatin Uta #Opelt hat Kindheit und Jugend in der DDR verbracht und im Westen immer einen Hort der Freiheit &amp; Demokratie gesehen. Doch mittlerweile fühlt sie sich in 🇩🇪 und #EU an längst überwunden geglaubte Zeiten erinnert.
#Europawahl2019 #EP2019
https://t.co/qPojEGgulI",AfD,2019-05-19 14:21:31,245,49,"AfD, Opelt, EU, Europawahl2019, EP2019",,https://t.co/qPojEGgulI,1130116274883846144,tweet
"»Die #EU muss für die Bürger da sein und nicht umgekehrt!«
Mit gewohnt klaren Worten unterstützte Dr. @GottfriedCurio den #EUWahl-Kampf der #AfD in NRW. 
Sehen Sie hier seine komplette Rede vor der Stadthalle in Gütersloh.
#Europawahl2019 #EP2019
https://t.co/RM9hIztVPY",AfD,2019-05-19 13:46:43,258,62,"EU, EUWahl, AfD, Europawahl2019, EP2019",GottfriedCurio,https://t.co/RM9hIztVPY,1130107519593046016,tweet
"❝Recherchen nähren den Verdacht, dass die SPD Posten gern nach dem Gebot starker Familienbande vergibt.❞
#AnneWill
➡️ https://t.co/Sb1QQXzUlI https://t.co/YppB6vdPhX",AfD,2019-05-19 08:00:41,472,212,AnneWill,,https://t.co/Sb1QQXzUlI,1130020436388044801,tweet
"++ 📺-Tipp: @Joerg_Meuthen bei #AnneWill - Thema: ""#Neuwahlen in 🇦🇹"" ++
Unser #AfD-Spitzenkandidat trifft im @AnneWillTalk auf @ManfredWeber, @katarinabarley, @SkaKeller &amp; @MartinKnobbe.
#EP2019 #Europawahl2019 
#Strache #Ibizagate #Ibiza #FPOE 
#Oesterreich #Kurz #StracheVideo https://t.co/v146Wewzqj",AfD,2019-05-18 23:03:07,481,115,"AnneWill, Neuwahlen, AfD, EP2019, Europawahl2019, Strache, Ibizagate, Ibiza, FPOE, Oesterreich, Kurz, StracheVideo","Joerg_Meuthen, AnneWillTalk, ManfredWeber, katarinabarley, SkaKeller, MartinKnobbe",,1129885152342102016,tweet
"❝Direkte Demokratie und bürgerliche Freiheit.❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch auf die Frage zu seinem ""Herzensprojekt"" für die #EU. #TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen",AfD,2019-05-16 21:19:44,150,28,"AfD, EUWahl2019, Schlagabtausch, EU, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",Joerg_Meuthen,,1129134358927937536,tweet
"❝Kein Mensch bestreitet den #Klimawandel!❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch. #TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen",AfD,2019-05-16 21:15:42,142,25,"Klimawandel, AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",Joerg_Meuthen,,1129133346624278536,tweet
"❝Wir brauchen ökonomischen UND ökologischen Realismus. Eine schrittweise Umstellung und einen vernünftigen Energiemix❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch. #TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen
🎬 https://t.co/kbyQE1xo3g https://t.co/xz393uK8Z1",AfD,2019-05-16 21:12:39,211,55,"AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",Joerg_Meuthen,https://t.co/kbyQE1xo3g,1129132576520716288,tweet
"Die #AfD will das Bürokratie-Monster #EU auf ein vernünftiges Maß schrumpfen!
#EUWahl2019 #Schlagabtausch #TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen
🎬 https://t.co/7nti30mfCn https://t.co/kvP9dNgHk5",AfD,2019-05-16 21:02:24,316,92,"AfD, EU, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",,https://t.co/7nti30mfCn,1129130000173666308,tweet
"❝Fataler Irrweg der immer weiteren Vergemeinschaftung muss enden. Unser Ziel ist NICHT der #EU-Austritt. Wir streben mit starken Partnern eine Reform an.❞ @Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im #Schlagabtausch. #TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen",AfD,2019-05-16 20:57:57,309,74,"EU, AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",Joerg_Meuthen,,1129128876888809472,tweet
"❝Unser Maßstab ist: Dient es den Menschen der Europäischen Union? Dann stimmen wir ideologiefrei zu!❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch.
#TVDuell #Europawahl2019  #EUWahl #Meuthen",AfD,2019-05-16 20:50:32,186,35,"AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EUWahl, Meuthen",Joerg_Meuthen,,1129127013321707528,tweet
"❝Der #EU-Binnenmarkt ist eine große Errungenschaft!❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch. #TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen",AfD,2019-05-16 20:43:07,107,17,"EU, AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",Joerg_Meuthen,,1129125147108171776,tweet
"❝Wir leben von der Vielfalt unserer Kulturen und Sprachen - das wollen wir erhalten!❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch.
#TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen",AfD,2019-05-16 20:39:18,191,38,"AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",Joerg_Meuthen,,1129124184083304458,tweet
"+++ Nachhaltige Hilfe vor Ort statt Massenmigration! +++
#EUWahl2019 #Schlagabtausch #TVDuell #Europawahl2019 #EP2019 #EUWahl #Freizügigkeit #Meuthen #AfD
🎬 https://t.co/N5X3Lbjqcb https://t.co/S9VdYGxOiB",AfD,2019-05-16 20:37:06,244,58,"EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Freizügigkeit, Meuthen, AfD",,https://t.co/N5X3Lbjqcb,1129123631592812544,tweet
"+++ Sicherheit braucht klare Grenzen! +++
#AfD #EUWahl2019 #Schlagabtausch
#TVDuell #Europawahl2019 #EP2019 #EUWahl #Meuthen https://t.co/PXBtxB3AR1",AfD,2019-05-16 20:34:51,193,52,"AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Meuthen",,,1129123063818260485,tweet
"Wir wollen selbst entscheiden, wer zu uns kommt. Auch und gerade bei der #EU-Freizügigkeit!
#EUWahl2019 #Schlagabtausch #TVDuell #Europawahl2019 #EP2019 #EUWahl #Freizügigkeit #Meuthen
🎬 https://t.co/N5X3Lbjqcb https://t.co/bA5xcxhOs7",AfD,2019-05-16 20:32:56,315,81,"EU, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl, Freizügigkeit, Meuthen",,https://t.co/N5X3Lbjqcb,1129122584405188610,tweet
"❝Seenotrettung, die Menschen dann aber dahin zurückbringen, von wo sie gestartet. sind. Das 6 Wochen und niemand wird mehr sterben!❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch.
#TVDuell #Europawahl2019 #EP2019 #EUWahl
🎬 https://t.co/N5X3Lbjqcb https://t.co/pI3z89fyzl",AfD,2019-05-16 20:29:23,807,207,"AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl",Joerg_Meuthen,https://t.co/N5X3Lbjqcb,1129121690557009920,tweet
"❝Wir wollen keinen #EU-Superstaat, keine Vereinigten Staaten von #Europa!❞ @Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019 im ZDF-#Schlagabtausch. #TVDuell #Europawahl2019 #EP2019 #EUWahl",AfD,2019-05-16 20:23:10,275,61,"EU, Europa, AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl",Joerg_Meuthen,,1129120124433240081,tweet
"Lernen Sie hier @Joerg_Meuthen, den Spitzenkandidaten der #AfD zur #EUWahl2019 kennen:
#Schlagabtausch #TVDuell #Europawahl2019 #EP2019 #EUWahl
🎬 https://t.co/rCWXtfaUmp https://t.co/cuvYPifjtJ",AfD,2019-05-16 20:18:01,167,46,"AfD, EUWahl2019, Schlagabtausch, TVDuell, Europawahl2019, EP2019, EUWahl",Joerg_Meuthen,https://t.co/rCWXtfaUmp,1129118830792531970,tweet
"+++ Wir als #AfD wollen #Europa und die #EU wieder ins Gleichgewicht bringen! +++
#TVDuell #Schlagabtausch #Europawahl2019 #EP2019 #EUWahl #Salvini #Meuthen
🎬 https://t.co/kbyQE1xo3g https://t.co/BhaidPLkL6",AfD,2019-05-16 19:33:54,319,97,"AfD, Europa, EU, TVDuell, Schlagabtausch, Europawahl2019, EP2019, EUWahl, Salvini, Meuthen",,https://t.co/kbyQE1xo3g,1129107727035322368,tweet
"📣 Unsere spannende 📺-Empfehlung anstelle des lahmen #TVDuells:
Das #AfD-Wahlprogramm für das #EP2019 in 99 Sekunden:
#Schlagabtausch #Europawahl2019 #EUWahl
https://t.co/kbyQE1OYUO",AfD,2019-05-16 19:14:51,139,33,"TVDuell, AfD, EP2019, Schlagabtausch, Europawahl2019, EUWahl",,https://t.co/kbyQE1OYUO,1129102931003731968,tweet
"+++ #AfD-Kandidaten-Check zur #EUWahl: Prof. Dr. @Joerg_Meuthen (Listenplatz 1) +++
Jörg #Meuthen sitzt bereits im #Europaparlament und leistet dort hervorragende Arbeit vor allem bei der Vernetzung der patriotischen Kräfte.
#EP2019 #Europawahl2019
🎬 https://t.co/rCWXtfaUmp https://t.co/iycHQhkDJ7",AfD,2019-05-16 18:13:00,437,123,"AfD, EUWahl, Meuthen, Europaparlament, EP2019, Europawahl2019",Joerg_Meuthen,https://t.co/rCWXtfaUmp,1129087367057424386,tweet
"+++ #AfD-Kandidaten-Check zur #EUWahl: Guido #Reil (Listenplatz 2) +++
Mit @GuidoReil zieht ein waschechter Steiger in das #EP2019 ein. Er hat das  Herz am rechten Fleck und weiß um die Nöte der Arbeiter und Bürger.
#Europawahl2019
🎬 https://t.co/cxp2H7qKEn https://t.co/uv0KVgaOME",AfD,2019-05-16 10:58:42,298,75,"AfD, EUWahl, Reil, EP2019, Europawahl2019",GuidoReil,https://t.co/cxp2H7qKEn,1128978071070150656,tweet
Korrektur: Listenplatz 3 ist natürlich korrekt.,AfD,2019-05-16 10:55:04,32,2,,,,1128977159345848321,tweet
"++ Einreise per 🛬: Regierung erklärt Flüchtlingszahlen zur Geheimsache ++
Zu uns kommen nur die Ärmsten der Armen, Menschen, die mit nichts als dem nackten Leben fliehen? Von wegen! 1/3 aller Asylsuchenden reist mit dem Flieger ein.
#AfD
➡️ https://t.co/fup4XCTLYd https://t.co/5XFEtQKKZO",AfD,2019-05-16 10:46:32,474,230,AfD,,https://t.co/fup4XCTLYd,1128975011199553536,tweet
"++ Unfassbar! SPD bietet Antisemiten eine Bühne! ++
Bei den Genossen ist es weit gekommen. Ausgerechnet einem Unterstützer iranischer Holocaustleugner bietet man eine Plattform!
#AfD #Bundestag #EUWahl2019 #EP2019 #Europawahl2019 
➡️ https://t.co/97WMDj34hl https://t.co/nlmW8DbYcW",AfD,2019-05-16 10:44:35,182,59,"AfD, Bundestag, EUWahl2019, EP2019, Europawahl2019",,https://t.co/97WMDj34hl,1128974521829154816,tweet
"Die Sachleistungen der Goal AG waren keine Spenden im Sinne des Parteiengesetzes. Deshalb zieht die #AfD nun vor das Verwaltungsgericht. Die Bundestagsverwaltung handelt offensichtlich vor der #Europawahl2019 politisch motiviert.
ℹ️ https://t.co/lhkkv9WBNv https://t.co/dUWHQ2am3V",AfD,2019-05-16 10:24:35,287,66,"AfD, Europawahl2019",,https://t.co/lhkkv9WBNv,1128969487322144768,tweet
"++ Die Mieter in Spandau haben die Nase  gestrichen voll von Nachbar Abdulkadir O. - Spitzname: Tyson-Ali. ++
Unhaltbare Zustände: Kot-Haufen vor der Wohnungstür, zerstochene Reifen, Roh-Ei-Bewurf vom Balkon und immer wieder Drohungen. 
#AfD
➡️ https://t.co/ms8w25DJ2x https://t.co/jecniBXwvD",AfD,2019-05-15 16:25:49,334,95,AfD,,https://t.co/ms8w25DJ2x,1128698005882834944,tweet
"📺-Tipp: Donnerstag, 16. Mai, 22.15 Uhr - #Schlagabtausch im ZDF!
Unser #AfD-Spitzenkandidat zur #EUWahl @Joerg_Meuthen trifft auf @NicolaBeerfdp, @OezlemADemirel und @SkaKeller | Moderator: Matthias @fornoff
#EP2019 #Europawahl2019 
ℹ️ https://t.co/zhapEdeNjt https://t.co/CinMKr0gFE",AfD,2019-05-15 15:51:01,282,87,"Schlagabtausch, AfD, EUWahl, EP2019, Europawahl2019","Joerg_Meuthen, nicolabeerfdp, OezlemADemirel, SkaKeller, fornoff",https://t.co/zhapEdeNjt,1128689248364900359,tweet
"❝Sinnlose Fragebögen schützen keine Leben und ersetzen auch kein fehlendes Material oder Personal.❞
@Georg_Pazderski, stellv. #AfD-Bundessprecher, zum Fragebogen „Bunt in der #Bundeswehr? Ein Barometer der Vielfalt“ des Verteidigungsministeriums.
ℹ️ https://t.co/jqTtbeSx6W https://t.co/Jte5rrSrFn",AfD,2019-05-15 09:21:26,178,45,"AfD, Bundeswehr",Georg_Pazderski,https://t.co/jqTtbeSx6W,1128591207972655104,tweet
"+++ #AfD-Kandidaten-Check zur #EUWahl: Dr. @KrahMax (Listenplatz 5) +++
Bis 2016 Vorstandsmitglied der Dresdner CDU, trat er 2016 in die AfD ein. Maximilian #Krah ist zudem stellv. Vorsitzender des Landesverbandes #Sachsen.
#EP2019 #Europawahl2019
🎬 https://t.co/d9GndYrI2A https://t.co/ZxcbLJzyx0",AfD,2019-05-14 16:03:00,341,87,"AfD, EUWahl, Krah, Sachsen, EP2019, Europawahl2019",KrahMax,https://t.co/d9GndYrI2A,1128329875884929024,tweet
"++ Zahnloses #EuGH-Urteil: Raus mit schwerkriminellen Asylbewerbern! ++
Jetzt muss beim Grundrecht auf Asyl dringend nachgebessert werden!
#EP2019 #Europawahl2019 #EUWahl2019
➡️ https://t.co/cjORE02PCl https://t.co/34D6lWLf30",AfD,2019-05-14 15:52:51,619,207,"EuGH, EP2019, Europawahl2019, EUWahl2019",,https://t.co/cjORE02PCl,1128327322606743552,tweet
"Bei seiner Benennung als Bewerber der #AfD für das #EP2019 vermerkte Beck weder seinen Dr.-Titel noch „Professor“ als Berufsbezeichnung. Er schrieb einfach: Gunnar #Beck. In der Zeile „Beruf“ gab er an: „Hochschuldozent und Barrister für #EU-Recht“.
ℹ️ https://t.co/M4PsGH95aT https://t.co/MIddhdmnsG",AfD,2019-05-14 11:41:00,508,130,"AfD, EP2019, Beck, EU",,https://t.co/M4PsGH95aT,1128263940679634944,tweet
"++ Fertig gelogen! Richterin überführt dreisten Asylbetrüger ++
Herzlichen Glückwunsch an eine Verwaltungsrichterin in Frankfurt am Main. Die Namenlose ließ Wirtschaftsflüchtling Farid B. richtig auflaufen!
#AfD
➡️ https://t.co/GlEaf1bzoP https://t.co/Uo8B6Vpxop",AfD,2019-05-14 10:16:45,535,134,AfD,,https://t.co/GlEaf1bzoP,1128242739768889344,tweet
"+++ #AfD-Kandidaten-Check zur #EUWahl: Lars Patrick #Berg (Listenplatz 4) +++
Mit @LarsPatrickBerg möchte ein Gründungsmitglied des Landesverbands Baden-Württemberg ins #EP2019 einziehen. Lernen Sie unseren Kandidaten im Video kennen.
#Europawahl2019
🎬 https://t.co/9UtaxPptL9 https://t.co/Gc2yNre3tJ",AfD,2019-05-14 07:28:00,189,45,"AfD, EUWahl, Berg, EP2019, Europawahl2019",LarsPatrickBerg,https://t.co/9UtaxPptL9,1128200271623000064,tweet
