tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"❝Die Klimahysterie wird von den Grünen ganz gezielt geschürt!❞
Unser #AfD-Spitzenkandidat zur #EUWahl @Joerg_Meuthen im Interview mit @Junge_Freiheit-TV.
#Europawahl2019 #EP2019
ℹ️ https://t.co/87dZc5LS7G
https://t.co/1Ix4AoLv8Q",AfD,2019-05-13 14:09:15,303,88,"AfD, EUWahl, Europawahl2019, EP2019","Joerg_Meuthen, Junge_Freiheit","https://t.co/87dZc5LS7G, https://t.co/1Ix4AoLv8Q",1127938861349449728,tweet
"+++ #AfD-Kandidaten-Check zur #EUWahl: Bernhard #Zimniok (Listenplatz 5) +++
Seine Expertise wird ein großer Zugewinn für das #EP2019 sein. Doch lernen Sie unseren Kandidaten im Video am besten selbst kennen.
#Europawahl2019
🎬 https://t.co/I8NeJfIOL2 https://t.co/7Z9CrA8TpP",AfD,2019-05-13 12:45:52,234,61,"AfD, EUWahl, Zimniok, EP2019, Europawahl2019",,https://t.co/I8NeJfIOL2,1127917879498821641,tweet
"++ 🇦🇹 zeigt, wie es geht: ""Zehn Gebote der Zuwanderung"" verabschiedet! ++
Unseren Glückwunsch an die FPÖ und Österreich. Mit ihnen haben wir als #AfD uns genau die richtigen Partner auf #EU-Ebene ausgesucht.
#EP2019 #Europawahl2019 #EUWahl
➡️ https://t.co/SHcOBfddvT https://t.co/g55fuxaCAL",AfD,2019-05-13 10:40:56,813,201,"AfD, EU, EP2019, Europawahl2019, EUWahl",,https://t.co/SHcOBfddvT,1127886438060756992,tweet
"📊 #AfD steigt im ZDF-#Politbarometer auf 1⃣4⃣ Prozent!  
März: 12 %
April; 13 %
Mai: 14 %
26. Mai: ...
#EP2019 #Europawahl2019 #EU-Wahl #EUWahl2019
ℹ️ https://t.co/6Wg3h8zsCc https://t.co/o0NurCS1NS",AfD,2019-05-11 12:14:08,954,229,"AfD, Politbarometer, EP2019, Europawahl2019, EU, EUWahl2019",,https://t.co/6Wg3h8zsCc,1127185116214824962,tweet
"+++ 🎦 LIVE ab 18.30 Uhr aus #Greding (Bayern)! +++
Wahlkampfveranstaltung der #AfD zur #EUWahl2019 mit u. a. @Beatrix_vStorch, @Martin_Sichert und @Nicolaus_Fest.
#Europawahl2019 #EP2019
ℹ️ https://t.co/s9GuIFgsJ0
Stream auf https://t.co/M4WNyLvNs3 &amp; https://t.co/fag1R1JLKX https://t.co/HsNBOPpdOt",AfD,2019-05-10 14:43:35,118,18,"Greding, AfD, EUWahl2019, Europawahl2019, EP2019","Beatrix_vStorch, Martin_Sichert, Nicolaus_Fest","https://t.co/s9GuIFgsJ0, https://t.co/M4WNyLvNs3, https://t.co/fag1R1JLKX",1126860339289690115,tweet
"++ Vergewaltigt und mit dem Messer niedergestochen: Unsere Kinder sind nicht mehr sicher! ++
Was jungen Menschen derzeit passiert, spricht Bände. Der Gewalttäter-Import der Regierung Merkel läuft auf Hochtouren!
#AfD
➡️ https://t.co/5f40qmY4lU https://t.co/QmRgfqA9uD",AfD,2019-05-10 11:58:11,413,136,AfD,,https://t.co/5f40qmY4lU,1126818715281108992,tweet
"+++ 1⃣3⃣%: Umfragen zur #Europawahl2019 nähern sich Realität an! +++
🚀 Kurz vor der #EUWahl2019 am 26. Mai steigen auch die Werte für die #AfD an! Die SPD befindet sich bereits in Reichweite.
#EP2019 #Meuthen
ℹ️ https://t.co/DyiFMrzdJF https://t.co/RUYtvUT4b2",AfD,2019-05-10 09:48:00,693,205,"Europawahl2019, EUWahl2019, AfD, EP2019, Meuthen",,https://t.co/DyiFMrzdJF,1126785953501257728,tweet
"++ #AfD-Kandidaten-Check zur #EUWahl: Dr. @Nicolaus_Fest (Listenplatz 6) ++
Seit dem Ende seiner Tätigkeit für die @BILDamSONNTAG wg. eines islamkritischen Kommentars arbeitet er als freier Publizist und trat 2016 in die #AfD ein.
#Europawahl2019 #EP2019
🎬https://t.co/3AJnnDe4AV https://t.co/oYGNewBmys",AfD,2019-05-10 06:36:00,250,64,"AfD, EUWahl, AfD, Europawahl2019, EP2019","Nicolaus_Fest, BILDamSONNTAG",https://t.co/3AJnnDe4AV,1126737633730801664,tweet
"+++ Annullierung der Türkei-Wahl: #EU-Beitrittsverhandlungen mit der 🇹🇷 endlich stoppen! +++
So lange wählen, bis das Ergebnis passt: Spätestens jetzt offenbart das Regime Erdogan sein totalitäres Gesicht.
#AfD #EUWahl2019 #EP2019 #Europawahl2019
➡️ https://t.co/MQebUIvD9j https://t.co/CukkuzAoib",AfD,2019-05-10 06:30:00,385,88,"EU, AfD, EUWahl2019, EP2019, Europawahl2019",,https://t.co/MQebUIvD9j,1126736123512774656,tweet
"++ #AfD-Kandidaten-Check zur #EUWahl: Markus #Buchheit (Listenplatz 7) ++
Der studierte Politologe und Rechtswissenschaftler ist als derzeitiger FPÖ-Mitarbeiter seit 2014 mit den europäischen Institutionen bestens vertraut.
#AfD #EP2019 #Europawahl2019
🎬 https://t.co/JnEhp3PD2E https://t.co/6XNHO8d3WV",AfD,2019-05-09 15:53:00,217,58,"AfD, EUWahl, Buchheit, AfD, EP2019, Europawahl2019",,https://t.co/JnEhp3PD2E,1126515419576242176,tweet
"++ Hände weg von unserer #Nationalhymne, Herr #Ramelow! ++
Keiner hasst 🇩🇪 mehr als die Linken. Welch pathologische Ausmaße das inzwischen annimmt, beweist der Noch-Ministerpräsident von #Thüringen.
Wandert doch aus, wenn hier alles so schrecklich ist!
➡️ https://t.co/UY9clTHf0l https://t.co/docHUpqnPK",AfD,2019-05-09 15:03:27,607,149,"Nationalhymne, Ramelow, Thüringen",,https://t.co/UY9clTHf0l,1126502951164366848,tweet
"++ #AfD-Kandidaten-Check zur #EUWahl: Christine Anderson (Listenplatz 8) ++
Christine #Anderson (@AfD_Hessen) studierte in den USA Economics und war dort dann für ein landesweit operierendes Handelsunternehmen tätig.
#AfD #EP2019 #Europawahl2019
🎬 https://t.co/vIgio27T5c https://t.co/sg0dBEyc4l",AfD,2019-05-09 14:17:47,198,50,"AfD, EUWahl, Anderson, AfD, EP2019, Europawahl2019",AfD_Hessen,https://t.co/vIgio27T5c,1126491456456286208,tweet
"❝Die Grundidee der #EU: ein Europa der Vaterländer, die in den Bereichen kooperieren, in denen sie Angelegenheiten gemeinsam besser erledigen können.❞
#AfD-Spitzenkandidat zur #EUWahl @Joerg_Meuthen zum heutigen #Europatag.
#Europatag2019 #EP2019 
ℹ️ https://t.co/AgzaE0cRfs https://t.co/f9nDpBYgxX",AfD,2019-05-09 12:52:59,356,79,"EU, AfD, EUWahl, Europatag, Europatag2019, EP2019",Joerg_Meuthen,https://t.co/AgzaE0cRfs,1126470118287007746,tweet
"++ Fortgeführte Einladung zum Rechtsbruch! ++
Man könnte glatt an einen Scherz glauben: #R2G-Berlin weist den kriminellen Dealern im Görlitzer Park Stellflächen zu!
Die Kriminellen platzen vermutlich vor Lachen. 0⃣Toleranz statt pinke Stellflächen!
#AfD
➡️ https://t.co/eenWkr42AS https://t.co/D8kjFsLi3k",AfD,2019-05-09 11:39:19,396,145,"R2G, AfD",,https://t.co/eenWkr42AS,1126451578188312576,tweet
"+++ Was macht die #AfD mit zerstörten Wahlplakaten? Wahlkampf! +++
Vorbildlich: Stadtratskandidaten und Mitglieder der #AfD #Dresden schufen früh morgens ein wahres Kunstwerk! 💪
#Europawahl2019 #EP2019 #EUWahl2019
🗳️ Am 26. Mai die Alternative wählen!
🎬 https://t.co/w80EeHWVod https://t.co/M9dibpJu6z",AfD,2019-05-09 10:05:30,1010,332,"AfD, AfD, Dresden, Europawahl2019, EP2019, EUWahl2019",,https://t.co/w80EeHWVod,1126427968346128385,tweet
"++ Unfähigkeit im Amt: Nun sollen die Muslimbrüder Berlin retten! ++
Soll hier etwa der Teufel mit dem Belzebub ausgetrieben werden? Berlins  Innensenator Andreas Geisel will allen Ernstes mit der #Muslimbruderschaft kooperieren!
#AfD #Europawahl2019 
➡️ https://t.co/9Dj9SMnLmR https://t.co/8vj49skEX3",AfD,2019-05-09 08:12:27,230,76,"Muslimbruderschaft, AfD, Europawahl2019",,https://t.co/9Dj9SMnLmR,1126399519455961090,tweet
"+++ #AfD muss Abschluss in #Bremen wegen Morddrohungen absagen! +++
Die Veranstaltung am 24. Mai mit @Joerg_Meuthen sollte auch die Abschlussveranstaltung der @AfD_Bremen um Spitzenkandidat @Frank_Magnitz zur #LtwBremen sein.
#HBWahl #Europawahl2019
🎬 https://t.co/gA7vz97w3e https://t.co/4v2DOb89cU",AfD,2019-05-08 15:26:12,749,354,"AfD, Bremen, LtwBremen, HBWahl, Europawahl2019","Joerg_Meuthen, AfD_Bremen, Frank_Magnitz",https://t.co/gA7vz97w3e,1126146288859394049,tweet
"❝Das zeigt erneut, dass die SPD nicht mehr als staatstragende Partei zu betrachten ist.❞
#AfD-Bundesvorstandsmitglied @Beatrix_vStorch kritisiert die Einladung eines iranischen Holocaust-Leugners durch die SPD-nahe Ebert-Stiftung (FES). 
ℹ️ https://t.co/TC2dfWO17z https://t.co/Jf0iACUpIq",AfD,2019-05-08 13:52:54,407,114,AfD,Beatrix_vStorch,https://t.co/TC2dfWO17z,1126122809279811585,tweet
"+++ @morgenmagazin-Duell: @nicolabeerfdp vs. @Joerg_Meuthen +++                             
Unser Spitzenkandidat zur #EUWahl traf auf die #FDP-Spitzenkandidatin - sehenswert!
🎬 #AfD-Wahlprogramm zur #Europawahl2019 in Kurzform:
https://t.co/LY6lxAIHk9
https://t.co/ZAupVNovjQ",AfD,2019-05-08 10:38:56,400,138,"EUWahl, FDP, AfD, Europawahl2019","morgenmagazin, nicolabeerfdp, Joerg_Meuthen","https://t.co/LY6lxAIHk9, https://t.co/ZAupVNovjQ",1126073996557074432,tweet
"++ Paukenschlag in Budapest: #Orban lässt Spitzenkandidat #Weber fallen! ++
Es tut sich was auf der patriotischen Ebene im #EP2019 ! Der ungarische Ministerpräsident entzieht dem #EVP-Spitzenkandidaten das Vertrauen!
#AfD #Europawahl2019 #EUWahl2019
➡️ https://t.co/HA0vC0su19 https://t.co/RyGfkQAsXe",AfD,2019-05-07 12:30:42,482,136,"Orban, Weber, EP2019, EVP, AfD, Europawahl2019, EUWahl2019",,https://t.co/HA0vC0su19,1125739735840956416,tweet
"++ Asylrecht ist ein Recht auf Zeit: Gute Gäste gehen auch wieder! ++
Unbedingt muss verhindert werden, dass es dafür missbraucht wird, in unser Sozialsystem einzuwandern. Doch das geschieht bereits seit Jahren.
🗳️ Wählen Sie zur #EUWahl2019 die #AfD!
🎬 https://t.co/0mnRNX00PR https://t.co/x1iy9ARFlX",AfD,2019-05-07 12:13:19,1325,441,"EUWahl2019, AfD",,https://t.co/0mnRNX00PR,1125735359277621249,tweet
"❝Dieser undemokratische Vorgang zeigt erneut, dass die Türkei, insbesondere unter ihrem derzeitigen Präsidenten Erdogan, nicht zu Europa gehören kann und will.❞
@Joerg_Meuthen, #AfD-Spitzenkandidat zur #EUWahl2019, zur Wahlwiederholung in #Istanbul.
ℹ️ https://t.co/J9MDGGq8GU https://t.co/dSnwpk6JRZ",AfD,2019-05-07 09:33:41,384,92,"AfD, EUWahl2019, Istanbul",Joerg_Meuthen,https://t.co/J9MDGGq8GU,1125695186305257472,tweet
"++ #Resettlement-Programm startet: Bundesbürger bald mit Pflicht zu Integration? ++
1,4 Millionen Asylsuchende wollen nach Europa. Mehrheitlich besteht der  Wunsch, sich in Deutschland anzusiedeln.
Wehren Sie sich! Wählen Sie zur #EUWahl2019  die #AfD!
➡️ https://t.co/24S1GeHSgG https://t.co/Qk68wsSDdW",AfD,2019-05-07 08:28:27,726,288,"Resettlement, EUWahl2019, AfD",,https://t.co/24S1GeHSgG,1125678770977898496,tweet
"++ #AfD-Kandidaten-Check zur #EUWahl: Dr. Sylvia Limmer (Listenplatz 9) ++
Sylvia #Limmer, 53, verheiratet und 2 Kinder war nach dem Abschluss eines Promotionsstudiums in einem Biotech-Start-Up tätig. Mit ihr zieht geballtes Fachwissen ins #EP2019 ein!
🎬 https://t.co/9WGZslUUAQ https://t.co/pg978Jqhvz",AfD,2019-05-06 13:10:00,381,100,"AfD, EUWahl, Limmer, EP2019",,https://t.co/9WGZslUUAQ,1125387235589705728,tweet
"++ Tritt in den Bauch: Tätlicher Angriff auf Kandidatin der @AfD_Bremen! ++
Am Wochenende kam es zu einem folgenschweren Angriff auf die #AfD-Kandidatin für die Bremer Bürgerschaftswahl, Natascha #Runge (28).
#ltwBremen #HBWahl #Bremenwahl
➡️ https://t.co/DJFHOBiN4P https://t.co/x8tNU6XApw",AfD,2019-05-06 10:13:40,343,145,"AfD, Runge, ltwBremen, HBWahl, Bremenwahl",AfD_Bremen,https://t.co/DJFHOBiN4P,1125342859748679681,tweet
"++ #AfD wählen: Bargeld erhalten, Enteignungspolitik beenden! ++
Wir wehren uns entschieden die Enteignung von Vermögen durch Null-Zinspolitik! Zudem setzen wir uns für den Erhalt des Bargelds ein, denn Bargeld ist gelebte Freiheit! #EUWahl2019 #EP2019
🎬 https://t.co/DZwkG5C7hU https://t.co/GLXPFVOzvX",AfD,2019-05-06 09:24:14,904,271,"AfD, EUWahl2019, EP2019",,https://t.co/DZwkG5C7hU,1125330418293706752,tweet
"+++ ❝Wir müssen Brüssel Einhalt gebieten!❞ +++
Unser Spitzenkandidat zur #EUWahl Prof. Dr. @Joerg_Meuthen gab in #Pforzheim einige Beispiele der tragisch-komischen Auswüchse des Brüsseler Paralleluniversums zum Besten. 
🗳️Am 26. Mai #AfD wählen!
#EP2019
https://t.co/iYPLPU4lkQ",AfD,2019-05-05 15:14:55,478,126,"EUWahl, Pforzheim, AfD, EP2019",Joerg_Meuthen,https://t.co/iYPLPU4lkQ,1125056284275953664,tweet
"++ Er entstellte eine 18-Jährige: Syrer entlässt sich selbst aus Psychiatrie +
Es gefiel ihm dort offenbar nicht: Der Gewalttäter Bahar M. entließ sich selbst aus der #Magdeburger Psychiatrie. Was läuft bei unserer Justiz eigentlich falsch?
#AfD
➡️ https://t.co/rEhiw8owxg https://t.co/Hw56FN6T9D",AfD,2019-05-05 14:26:00,528,223,"Magdeburg, AfD",,https://t.co/rEhiw8owxg,1125043973351854080,tweet
"»Das Aufgeben der Nationen ist eine fundamentale Fehlentwicklung.«
Interessantes Kurzporträt unseres Kandidaten zur #EUWahl2019 Erich #Heidkamp (Listenplatz 12), ehemaliger Manager der Höchst AG.
#AfD #Europawahl2019 #EP2019
ℹ️ https://t.co/mXBvCo3wL6
https://t.co/hyxHaq64Oi",AfD,2019-05-04 15:59:28,320,84,"EUWahl2019, Heidkamp, AfD, Europawahl2019, EP2019",,"https://t.co/mXBvCo3wL6, https://t.co/hyxHaq64Oi",1124705107591991296,tweet
"Sie haben sich immer schon einmal gefragt, wer u.a. für die ganzen hanebüchenen Meldungen hier auf Twitter verantwortlich ist?
Eine selbsternannte ""Faktenfinderin"" sitzt offenbar bei den Grünen. 🤫
https://t.co/cgfhtZ3Z88 https://t.co/OOXOHNviYb",AfD,2019-05-04 15:52:26,286,111,,,https://t.co/cgfhtZ3Z88,1124703337046249472,tweet
"+++ #AfD-Kandidaten-Check zur #EUWahl: Prof. Dr. Gunnar #Beck (Listenplatz 10) +++
In den kommenden Tagen stellen wir Ihnen unsere Top Ten für das #EP2019 vor. Im Interview mit Hans-Hermann Gockel geben sie einen persönlichen Einblick.
#Europawahl2019
🎬 https://t.co/luvIcAO60K https://t.co/dt5D8deVLf",AfD,2019-05-04 13:18:41,197,68,"AfD, EUWahl, Beck, EP2019, Europawahl2019",,https://t.co/luvIcAO60K,1124664644231213056,tweet
"❝Wir holen uns unser Europa der Vaterländer wieder zurück!❞
In #Pforzheim sprach @Alice_Weidel leidenschaftlich über die Irrungen &amp; Wirrungen der EU und warb eindringlich für eine dringend notwendige Reform von innen:
#AfD #Europawahl2019 #EP2019 #EUWahl
https://t.co/8iaR0oHT6A",AfD,2019-05-04 12:48:16,838,235,"Pforzheim, AfD, Europawahl2019, EP2019, EUWahl",Alice_Weidel,https://t.co/8iaR0oHT6A,1124656989387276289,tweet
"+++ 💙herzlichen Dank: Bereits 45.000 Abonnenten auf Instagram! +++
JETZT auch abonnieren: https://t.co/5B0VTDvIKA
Kennen Sie schon den Account unseres Spitzenkandidaten zur #EUWahl2019 @Joerg_Meuthen?
➡️ https://t.co/nXM90iwI3M https://t.co/kq5jprXiKa",AfD,2019-05-04 08:00:00,246,55,EUWahl2019,Joerg_Meuthen,"https://t.co/5B0VTDvIKA, https://t.co/nXM90iwI3M",1124584446550859781,tweet
"❝Für Arbeiter 🇩🇪 deutscher Unternehmen ist diese SPD nicht mehr wählbar!❞
Eine völlig richtige Erkenntnis, die langsam auch immer mehr Leute teilen.
#AfD #EUWahl #EP2019  #Europawahl2019 
https://t.co/b6ASVU08al",AfD,2019-05-03 14:22:12,710,193,"AfD, EUWahl, EP2019, Europawahl2019",,https://t.co/b6ASVU08al,1124318242217111552,tweet
"+++ @Georg_Pazderski &amp; @Nicolaus_Fest bei #Wahlomat-Start! +++
Unser stellv. Bundessprecher &amp; unserer Berliner #EUWahl2019-Kandidaten waren heute bei der Vorstellung des interaktiven Online-Tools durch die @bpb_de &amp; das #EP2019. Ergebnis: 97 % #AfD! 💪
➡️ https://t.co/e0vTQv0toR https://t.co/Q2DzkB3wNP",AfD,2019-05-03 09:52:26,165,29,"Wahlomat, EUWahl2019, EP2019, AfD","Georg_Pazderski, Nicolaus_Fest, bpb_de",https://t.co/e0vTQv0toR,1124250352168075264,tweet
"++ Wir fordern: Bürokratie- und Lobby-Wahnsinn der #EU stoppen! ++
Lobbyisten bestimmen völlig am Bürger vorbei, ihre Interessen sind nur selten deckungsgleich mit denen der Bevölkerung Europas.
#Europawahl2019 #AfD #EP2019
🎬 https://t.co/nBqSNB1tUE https://t.co/FSw1e0RpJU",AfD,2019-05-03 07:00:01,536,179,"EU, Europawahl2019, AfD, EP2019",,https://t.co/nBqSNB1tUE,1124206961451421697,tweet
"❝Bei solch drittklassigem Personal ist der Niedergang der ehemaligen Volkspartei SPD nicht mehr aufzuhalten.❞
@Georg_Pazderski, stellv. #AfD-Bundessprecher, warnt vor den Kommunismus- und #Enteignungsfantasien des Nachwuchspolitikers Kevin #Kühnert.
ℹ️ https://t.co/I0RfQbxw3K https://t.co/tymotlhKn3",AfD,2019-05-02 12:45:40,339,52,"AfD, Enteignung, Kühnert",Georg_Pazderski,https://t.co/I0RfQbxw3K,1123931559671812098,tweet
"+++ SPD will uns in die DDR zurückschicken! +++
Langsam ist das Maß voll! 30 Jahre nach dem Ende des DDR-Sozialismus geht es der SPD offenbar nicht schnell genug, alte Verhältnisse wiederherzustellen. Ein Fall für den #Verfassungsschutz!
#Enteignung
➡️ https://t.co/J4Jv6kSDEQ https://t.co/DFd4zqXP8R",AfD,2019-05-02 10:32:01,433,135,"Verfassungsschutz, Enteignung",,https://t.co/J4Jv6kSDEQ,1123897925287989250,tweet
"""Ich komm aus einer politischen Familie. Und ich habe von klein auf gelernt: tritt für deine Überzeugungen ein, egal was kommt."" Eine persönliche Vorstellung der Gewerkschaftssekretärin und unserer Spitzenkandidatin zur #Europawahl2019 @OezlemADemirel #europasolidarisch #EP2019 https://t.co/LdA98SHMg7",dieLinke,2019-05-22 16:42:26,132,34,"Europawahl2019, europasolidarisch, EP2019",OezlemADemirel,,1131238903770484739,tweet
"#Amazon und Co. müssen gezwungen zwingen, sich an die Regeln zu halten. #Mindeststeuern für Unternehmen einführen, Tarifbindung erzwingen, #Managergehälter deckeln, #Leiharbeit und #Befristung verbieten. Damit #Europa sozial wird! #Europawahl #ep2019 #europasolidarisch https://t.co/LCCrNwcTMk",dieLinke,2019-05-22 14:56:31,59,17,"Amazon, Mindeststeuern, Managergehälter, Leiharbeit, Befristung, Europa, Europawahl, ep2019, europasolidarisch",,,1131212248255479821,tweet
"Bei vielen Menschen fällt die Wahlentscheidung erst kurz vor der Wahl. Deshalb wollen wir vorher noch einmal alles geben. Hier ein paar Vorschläge, wie ihr mithelfen könnt, DIE LINKE in Europa stark zu machen. #Europa #Europawahl #europasolidarisch #ep2019 https://t.co/l50VTRCjuu https://t.co/0NPw8qeoc9",dieLinke,2019-05-22 14:15:33,43,22,"Europa, Europawahl, europasolidarisch, ep2019",,https://t.co/l50VTRCjuu,1131201939495161858,tweet
"Den Avancen des sozialdemokratischen Spitzenkandidaten @TimmermansEU steht unser Spitzenkandidat @schirdewan zur #Europawahl2019 skeptisch gegenüber. Als #EU-Kommissar habe er die Kürzungspolitik stets mitgetragen. Das ganze Interview:
https://t.co/jPzrX4FJNq #europasolidarisch",dieLinke,2019-05-21 15:28:12,24,9,"Europawahl2019, EU, europasolidarisch","TimmermansEU, schirdewan",https://t.co/jPzrX4FJNq,1130857835590324224,tweet
"#Strache wird beim Versuch, sich kaufen zu lassen, bloßgestellt, und #Schäuble nimmt ihn zuerst als Opfer wahr. Das lässt tief blicken und erinnert an die #CDU Schwarzgeld-Affären. Höchste Zeit, Parteispenden von Konzernen zu verbieten, so @katjakipping. https://t.co/cVrVhIfhcF",dieLinke,2019-05-21 13:45:01,363,84,"Strache, Schäuble, CDU",katjakipping,https://t.co/cVrVhIfhcF,1130831866800594944,tweet
"#Europa wird ein besserer Ort sein, wenn wir die Schere zwischen Arm und Reich schließen, wir abrüsten statt aufrüsten, wir die Waffenexporte stoppen und die  Klimafrage europäisch angehen. @b_riexinger 
#Gipfeltreffen #europasolidarisch #europawahl2019 #ep2019 https://t.co/mgGhNRgD0z",dieLinke,2019-05-20 20:33:36,67,15,"Europa, Gipfeltreffen, europasolidarisch, europawahl2019, ep2019",b_riexinger,,1130572302972870656,tweet
"Wir wollen, dass niemand gezwungen wird, zu fliehen. Deshalb müssen wir 
Waffenexporte europaweit verbieten. Und wir brauchen faire Handelsbeziehungen mit den Ländern in Afrika. @b_riexinger 

#Gipfeltreffen #europasolidarisch #europawahl2019 #ep2019 https://t.co/2CSOCRZmez",dieLinke,2019-05-20 20:26:31,109,28,"Gipfeltreffen, europasolidarisch, europawahl2019, ep2019",b_riexinger,,1130570520511090688,tweet
"Es muss beim Klimaschutz dringend gehandelt werden. Wir
müssen bis 2030 raus aus der Kohle, um unsere Klimaziele zu
erreichen. Und es braucht eine Verkehrswende.  @b_riexinger 
#Gipfeltreffen #europasolidarisch #europawahl2019 #ep2019 https://t.co/EFpPuTcMwA",dieLinke,2019-05-20 20:20:09,52,13,"Gipfeltreffen, europasolidarisch, europawahl2019, ep2019",b_riexinger,,1130568918840545281,tweet
"Europa wird keine Zukunft haben, wenn 30 Prozent der Jugendlichen in die 
Arbeitslosigkeit geschickt werden! @b_riexinger 

#Gipfeltreffen #europasolidarisch #europawahl2019 #ep2019 https://t.co/TpPvNKgFVo",dieLinke,2019-05-20 19:49:50,52,14,"Gipfeltreffen, europasolidarisch, europawahl2019, ep2019",b_riexinger,,1130561288524980226,tweet
"Ja, wir brauchen dringend gesetzliche Mindestlöhne in Europa, um das Lohndumping zu beenden! @b_riexinger 

#Gipfeltreffen #europasolidarisch #europawahl2019 #ep2019 https://t.co/ANDl0iJ4E7",dieLinke,2019-05-20 19:41:45,90,22,"Gipfeltreffen, europasolidarisch, europawahl2019, ep2019",b_riexinger,,1130559253482299392,tweet
"Die Frage ist, gibt es eine Sozialunion? Können Menschen von ihrer Arbeit leben? Lässt die EU es zu, dass Konzerne wie Google und Amazon fast keine Steuern zahlen? @b_riexinger 
#Gipfeltreffen #europasolidarisch #europawahl2019 #ep2019 https://t.co/7fzD2YcP6k",dieLinke,2019-05-20 19:38:30,36,11,"Gipfeltreffen, europasolidarisch, europawahl2019, ep2019",b_riexinger,,1130558434179538946,tweet
"Rechte sind nicht nur rassistisch. Sie betreiben Lobbypoltik für die Reichen. @b_riexinger 
#Gipfeltreffen #europasolidarisch #europawahl2019 #ep2019 https://t.co/ixsS3zI8ED",dieLinke,2019-05-20 19:33:00,102,26,"Gipfeltreffen, europasolidarisch, europawahl2019, ep2019",b_riexinger,,1130557049954344961,tweet
"""Ich hoffe, dass die Rechten verlieren werden. Sie haben nichts auf der Pfanne, was die Interessen der Menschen betrifft."" @b_riexinger 

#Gipfeltreffen #Europawahl2019 #EP2019 #europasolidarisch",dieLinke,2019-05-20 19:06:39,79,13,"Gipfeltreffen, Europawahl2019, EP2019, europasolidarisch",b_riexinger,,1130550421171388416,tweet
TV-Tipp: Das Gipfeltreffen der Parteivorsitzenden heute um 21 Uhr im @DasErste. Für uns mit dabei: Unser Parteivorsitzender @b_riexinger.  https://t.co/FhLYPEzMWT #Europawahl2019 #ep2019 #europasolidarisch,dieLinke,2019-05-20 17:36:27,20,4,"Europawahl2019, ep2019, europasolidarisch","DasErste, b_riexinger",https://t.co/FhLYPEzMWT,1130527721392619522,tweet
"Die Herausforderungen in #Ostdeutschland sind gesamtdeutsche. Sie sind Herausforderungen der sozialen Gerechtigkeit. Wir legten heute ihren Zukunftsplan Ost vor. Im Mittelpunkt steht, dass die Menschen die Zukunft zurückgewinnen. Unser Plan: https://t.co/F8FuxopfYt https://t.co/NUbXLWI0Cf",dieLinke,2019-05-20 16:08:16,54,24,Ostdeutschland,,https://t.co/F8FuxopfYt,1130505529594458112,tweet
